epoch,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss
183,0.7783408164978027,0.3955288827419281,0.9468017220497131,0.95715,0.94002,0.97153,0.76645,0.85769,0.45381,0.92628
184,0.8611657619476318,0.6169331669807434,0.8859384059906006,0.95855,0.9388,0.97136,0.76624,0.85699,0.45298,0.9262
185,0.8706061244010925,0.4072686731815338,0.9190025329589844,0.96097,0.93696,0.97105,0.76622,0.85657,0.45283,0.92626
186,0.7942720651626587,0.39530298113822937,0.894005298614502,0.95932,0.93913,0.97108,0.76682,0.85625,0.45281,0.92618
187,0.8451160192489624,0.46989741921424866,0.9229772090911865,0.95996,0.93847,0.9709,0.76684,0.85596,0.45229,0.9261
188,0.9306535124778748,0.4634014368057251,0.9389885663986206,0.95964,0.93896,0.97089,0.76709,0.85501,0.4517,0.92589
189,0.9480606317520142,0.4845266342163086,0.9369819164276123,0.96033,0.93819,0.97078,0.76741,0.85458,0.45111,0.92568
190,0.786563515663147,0.40734073519706726,0.9001026749610901,0.95997,0.93879,0.97119,0.76778,0.85403,0.45153,0.92554
191,0.8698134422302246,0.4914851188659668,0.9058647751808167,0.95927,0.93853,0.97094,0.76787,0.85358,0.45137,0.92519
192,0.7758955359458923,0.41964656114578247,0.9228349328041077,0.95976,0.93921,0.97174,0.76867,0.85326,0.45088,0.92504
193,0.8616018891334534,0.4382619559764862,0.8985826969146729,0.95989,0.93995,0.97165,0.76869,0.85222,0.45024,0.92472
194,0.9979695081710815,0.47207769751548767,0.9513559341430664,0.96002,0.93989,0.97183,0.76883,0.8524,0.44986,0.92461
195,0.9478462934494019,0.4486488997936249,0.9376385807991028,0.96174,0.93771,0.97174,0.76855,0.85184,0.4496,0.92443
196,0.9624273180961609,0.5023084282875061,0.9288042783737183,0.96164,0.93771,0.97161,0.76904,0.85125,0.44925,0.92433
197,1.0194973945617676,0.5937027931213379,0.9840518236160278,0.95922,0.93988,0.97152,0.76964,0.85038,0.44924,0.92409
198,0.9511672258377075,0.5328448414802551,0.9673386812210083,0.95922,0.93982,0.97165,0.7696,0.85067,0.44888,0.92395
199,0.8472074270248413,0.4239945113658905,0.9242514967918396,0.95901,0.93968,0.97172,0.77029,0.8498,0.4484,0.92365
200,0.7642624378204346,0.41143861413002014,0.9560288190841675,0.95978,0.93968,0.97174,0.76995,0.84968,0.44869,0.92331
201,0.8201622366905212,0.4614764451980591,0.9111336469650269,0.96001,0.93984,0.97188,0.76987,0.84947,0.44839,0.92316
202,0.7048707604408264,0.3692609965801239,0.8813667297363281,0.96141,0.93893,0.97217,0.77034,0.84936,0.44836,0.92294
203,1.0563533306121826,0.47271519899368286,0.991804838180542,0.96033,0.93975,0.97209,0.77067,0.84767,0.44776,0.92266
204,0.9535816311836243,0.591616153717041,0.9522809386253357,0.961,0.93866,0.972,0.77099,0.84644,0.44746,0.92239
205,0.7210699915885925,0.4521690309047699,0.8948994874954224,0.96233,0.9375,0.97203,0.77116,0.84564,0.44818,0.92227
206,0.8477738499641418,0.38929057121276855,0.8826404213905334,0.96202,0.93819,0.97205,0.77089,0.84507,0.44752,0.9222
207,0.8622188568115234,0.555401623249054,0.9221311807632446,0.96242,0.93808,0.97201,0.77098,0.84453,0.44735,0.92208
208,0.9214406609535217,0.4552331864833832,0.9446852803230286,0.96339,0.93771,0.97202,0.77132,0.84382,0.44741,0.92169
209,0.8540640473365784,0.4359586536884308,0.9297089576721191,0.96307,0.9375,0.97185,0.77166,0.8432,0.44708,0.92156
210,0.8557797074317932,0.4548676013946533,0.9526888132095337,0.9646,0.93667,0.97181,0.77191,0.84255,0.44704,0.92149
211,0.9031676650047302,0.4404327869415283,0.9652595520019531,0.96419,0.93737,0.97199,0.77218,0.84253,0.44688,0.92145
212,0.9931163787841797,0.46216681599617004,0.9393513202667236,0.96484,0.93592,0.97211,0.77239,0.84327,0.44718,0.92155
213,0.9690747261047363,0.5011886954307556,0.8857982754707336,0.96265,0.93874,0.97208,0.77267,0.84303,0.44633,0.92143
214,0.9074461460113525,0.4315865635871887,0.9820005297660828,0.96317,0.93822,0.97214,0.77257,0.84355,0.44643,0.92132
215,0.7408249378204346,0.40536388754844666,0.9387249946594238,0.96192,0.93927,0.97184,0.77246,0.84343,0.44607,0.92131
216,0.7509646415710449,0.40711936354637146,0.9458261132240295,0.9624,0.93928,0.97177,0.7731,0.84269,0.4454,0.92115
217,0.8287217617034912,0.5088663697242737,0.9074776768684387,0.96314,0.93921,0.97213,0.77331,0.8421,0.44545,0.92102
218,0.8693240880966187,0.43842318654060364,0.952449381351471,0.96317,0.93921,0.97214,0.77353,0.84167,0.44439,0.9208
219,0.8190900683403015,0.46613070368766785,0.9459799528121948,0.96204,0.94024,0.97211,0.7735,0.8416,0.4444,0.92071
220,0.9437808394432068,0.4451182186603546,0.9431601762771606,0.96366,0.93866,0.97213,0.77369,0.84195,0.44394,0.92086
221,0.9444819092750549,0.5070053339004517,0.9886091947555542,0.96495,0.93707,0.97198,0.77362,0.84176,0.44357,0.92073
222,0.7258242964744568,0.37761110067367554,0.8967227935791016,0.96473,0.93825,0.97227,0.77375,0.84119,0.44357,0.9207
223,0.986395001411438,0.6033502221107483,0.9547635316848755,0.96284,0.93941,0.97222,0.77422,0.84141,0.44365,0.92054
224,0.7962326407432556,0.4114736318588257,0.9237037897109985,0.96335,0.93873,0.9722,0.77414,0.84133,0.44377,0.92041
225,0.8511233329772949,0.5080878138542175,0.9160911440849304,0.9631,0.93921,0.9722,0.77483,0.8405,0.44366,0.92011
226,0.6572770476341248,0.3755697011947632,0.8771393299102783,0.96345,0.93948,0.97219,0.77469,0.83946,0.44313,0.9199
227,0.7930249571800232,0.4601956903934479,0.9040701985359192,0.96174,0.94091,0.97236,0.77488,0.83923,0.44283,0.91967
228,0.8853484392166138,0.4363913834095001,0.9176551103591919,0.96229,0.94002,0.97211,0.77501,0.83823,0.44267,0.91944
229,0.7861948013305664,0.4048405587673187,0.898459792137146,0.96095,0.94132,0.97207,0.77521,0.83829,0.44297,0.91944
230,0.9859315156936646,0.496696412563324,0.9574505090713501,0.96106,0.941,0.97207,0.77554,0.83768,0.44282,0.91924
231,0.8716373443603516,0.4245730936527252,0.9212726354598999,0.9619,0.94017,0.97203,0.77555,0.83727,0.44263,0.91899
232,0.936315655708313,0.4670902192592621,0.8968114852905273,0.96181,0.93966,0.97211,0.7755,0.83689,0.44238,0.91878
233,0.8251367211341858,0.4069835841655731,0.9320279359817505,0.96438,0.93771,0.9724,0.77623,0.83627,0.44202,0.91851
234,0.8271427154541016,0.38434600830078125,0.9619816541671753,0.96535,0.93707,0.9725,0.7765,0.83582,0.44154,0.91827
235,0.8907483220100403,0.4354568123817444,0.9040813446044922,0.96589,0.93716,0.97264,0.77679,0.83562,0.44192,0.91818
236,0.7870791554450989,0.3744545578956604,0.8969274759292603,0.96339,0.93873,0.97237,0.77659,0.83532,0.44122,0.91802
237,0.8372685313224792,0.40646126866340637,0.9008214473724365,0.96453,0.93819,0.97248,0.77648,0.83542,0.44169,0.91785
238,0.88116055727005,0.4753795564174652,0.96018385887146,0.96387,0.93873,0.9724,0.77648,0.83492,0.4413,0.91728
239,0.836797833442688,0.45696404576301575,0.9545260667800903,0.9636,0.93883,0.97244,0.77671,0.83451,0.44092,0.91704
240,0.7774030566215515,0.39059558510780334,0.8939883708953857,0.96388,0.93887,0.97226,0.77717,0.83409,0.44069,0.91687
241,0.84410560131073,0.44021546840667725,0.9034725427627563,0.96441,0.93892,0.97216,0.77709,0.83379,0.441,0.91655
242,0.7679357528686523,0.38700440526008606,0.9275500774383545,0.96507,0.93864,0.97222,0.77692,0.83343,0.44046,0.91641
243,0.7489641308784485,0.40008744597435,0.9203753471374512,0.96492,0.93823,0.97202,0.77761,0.83267,0.44018,0.91609
244,0.7401025891304016,0.38909876346588135,0.9055014848709106,0.96396,0.93948,0.97175,0.77802,0.83232,0.43992,0.91614
245,0.7249659895896912,0.4136125445365906,0.8798600435256958,0.9641,0.93927,0.97189,0.7783,0.8318,0.43954,0.91617
246,0.8039913773536682,0.39535048604011536,0.9142459630966187,0.96362,0.93921,0.972,0.77866,0.8315,0.43963,0.91596
247,0.7763575315475464,0.4081546366214752,0.9067044258117676,0.96205,0.9405,0.97217,0.77845,0.83116,0.4398,0.91584
248,0.7058613300323486,0.4084014296531677,0.8895013332366943,0.96498,0.93806,0.97222,0.77864,0.82982,0.43956,0.91545
249,0.7459721565246582,0.44761285185813904,0.9085096120834351,0.96532,0.93805,0.97253,0.77924,0.82939,0.43969,0.91542
250,0.820708155632019,0.5521121025085449,0.9096034169197083,0.96558,0.93778,0.97225,0.7793,0.82861,0.43938,0.91509
251,0.8250993490219116,0.3989429473876953,0.9102460741996765,0.96549,0.93805,0.97248,0.77906,0.82781,0.43901,0.91466
252,0.9179323315620422,0.3969091475009918,0.9277873039245605,0.96437,0.93907,0.97276,0.77928,0.82758,0.43868,0.91443
253,0.8462556004524231,0.42282047867774963,0.8972680568695068,0.9657,0.93607,0.97241,0.77936,0.82693,0.43852,0.91423
254,0.9791560173034668,0.5345262885093689,0.9475041031837463,0.96737,0.93492,0.97257,0.77962,0.82625,0.43829,0.91403
255,0.8356004357337952,0.4279368221759796,0.9422293901443481,0.96621,0.93648,0.97252,0.77949,0.82577,0.43823,0.91376
256,0.9654145240783691,0.5552314519882202,0.9426935911178589,0.96361,0.93912,0.97232,0.77943,0.82557,0.4383,0.91379
257,0.8789985179901123,0.407386839389801,0.9270610809326172,0.96395,0.93873,0.97242,0.77969,0.82551,0.43876,0.91405
258,0.682884931564331,0.4109952449798584,0.8726676106452942,0.9633,0.93948,0.97233,0.77991,0.82538,0.43868,0.91371
259,0.8687036037445068,0.4934857487678528,0.9621516466140747,0.9632,0.93892,0.97191,0.77996,0.82561,0.43825,0.91361
260,0.7662079930305481,0.432727187871933,0.8852638006210327,0.96391,0.93853,0.97183,0.78003,0.82538,0.4379,0.91344
261,0.8865628838539124,0.4667343497276306,0.9511181116104126,0.96401,0.93904,0.97225,0.78026,0.82509,0.43732,0.91308
262,0.7468186616897583,0.48617541790008545,0.9347925186157227,0.96438,0.93812,0.97221,0.78059,0.82451,0.43715,0.91275
263,0.8411702513694763,0.4262460768222809,0.9371994733810425,0.96624,0.93715,0.97209,0.78121,0.82387,0.43679,0.91255
264,0.78644859790802,0.38441821932792664,0.9111977219581604,0.96671,0.93705,0.97247,0.78128,0.8232,0.43526,0.9123
265,0.7721907496452332,0.44006219506263733,0.9339758157730103,0.96585,0.9375,0.97218,0.78153,0.82263,0.43521,0.91224
266,0.7850902080535889,0.4383532702922821,0.8890398144721985,0.96519,0.93812,0.97227,0.78172,0.82247,0.43499,0.91233
267,0.7735211253166199,0.43531036376953125,0.9238941669464111,0.96507,0.9387,0.97237,0.78176,0.82233,0.43463,0.91229
268,0.6708099842071533,0.33918297290802,0.8844324350357056,0.96357,0.93987,0.97252,0.78194,0.82218,0.43414,0.91226
269,0.8723257780075073,0.43596339225769043,0.9245692491531372,0.96319,0.94069,0.97282,0.78181,0.82181,0.43317,0.912
270,0.8382348418235779,0.678502082824707,0.9184798002243042,0.96436,0.93975,0.97264,0.78158,0.82173,0.4332,0.91208
271,0.7612051963806152,0.3841233551502228,0.9306316375732422,0.96384,0.93987,0.97263,0.78202,0.82137,0.43327,0.91207
272,0.8661778569221497,0.4133206903934479,0.9264059066772461,0.9638,0.94062,0.97281,0.7824,0.82101,0.43305,0.91197
273,0.8011265993118286,0.3959227502346039,0.9628534913063049,0.96339,0.94009,0.97281,0.78266,0.82106,0.43269,0.9119
274,0.8881215453147888,0.4001035690307617,0.9262998104095459,0.9632,0.9403,0.97283,0.78295,0.82124,0.433,0.91188
275,0.8131873607635498,0.3911173343658447,0.909753680229187,0.96373,0.94002,0.97267,0.78276,0.82134,0.43267,0.91181
276,1.1738580465316772,0.650795578956604,1.0193650722503662,0.9636,0.94075,0.97303,0.78276,0.82111,0.4323,0.91161
277,0.7411821484565735,0.44393351674079895,0.90367591381073,0.96326,0.94068,0.97278,0.78254,0.82064,0.43242,0.91147
278,0.8212041854858398,0.4211913049221039,0.8871870040893555,0.96323,0.94111,0.97288,0.78287,0.82022,0.43202,0.91138
279,0.7870174646377563,0.3840470314025879,0.9004794359207153,0.96334,0.94089,0.97277,0.78309,0.81997,0.43159,0.9114
280,0.8393756151199341,0.4536130726337433,0.9005134105682373,0.96329,0.94084,0.97279,0.78313,0.81988,0.43185,0.9113
281,0.8120113015174866,0.38750267028808594,0.9001345038414001,0.96625,0.93696,0.97268,0.78312,0.81985,0.43174,0.91107
282,0.9780999422073364,0.4786126911640167,0.9674791097640991,0.96565,0.9377,0.97259,0.78288,0.81937,0.43199,0.91118
283,0.8365764617919922,0.414578914642334,0.8779885768890381,0.96486,0.93839,0.97251,0.78334,0.81977,0.43152,0.91122
284,0.8715410828590393,0.42698362469673157,0.9208780527114868,0.966,0.93805,0.97269,0.78317,0.81944,0.43078,0.91123
285,0.7163107395172119,0.4236685633659363,0.8843677639961243,0.96645,0.93736,0.97265,0.78335,0.81889,0.43076,0.91114
286,0.7298760414123535,0.3922097384929657,0.9212546348571777,0.9655,0.93914,0.97296,0.78384,0.81837,0.43016,0.91086
287,0.8810972571372986,0.3985258936882019,0.9175673723220825,0.96634,0.93791,0.9729,0.78379,0.81825,0.42991,0.91064
288,0.7935636043548584,0.40218931436538696,0.9069727659225464,0.96646,0.93777,0.97261,0.78387,0.81811,0.42984,0.91057
289,0.7123464941978455,0.3875565230846405,0.8741247653961182,0.96695,0.93812,0.97253,0.78366,0.81781,0.42956,0.91064
290,0.8032206296920776,0.41737282276153564,0.865599513053894,0.96702,0.93811,0.97268,0.78407,0.81761,0.42919,0.91056
291,0.7595208883285522,0.4245193302631378,0.900553822517395,0.96649,0.93839,0.97253,0.78412,0.81727,0.42935,0.91043
292,0.7373356223106384,0.42657214403152466,0.8912166953086853,0.96654,0.93778,0.97223,0.78399,0.81687,0.42937,0.91042
293,0.83645099401474,0.42450177669525146,0.9474360942840576,0.96684,0.93757,0.9724,0.78443,0.8164,0.42958,0.91018
294,0.8342960476875305,0.43073293566703796,0.9005823135375977,0.96747,0.93739,0.97242,0.7843,0.81622,0.42969,0.91003
295,0.9268049001693726,0.3955535292625427,0.8761218786239624,0.96812,0.9371,0.97261,0.78441,0.81547,0.4302,0.90977
296,0.9002009034156799,0.47119760513305664,1.0103836059570312,0.96807,0.93715,0.97273,0.78458,0.81533,0.42995,0.90952
297,0.8589406609535217,0.526872456073761,0.9532369375228882,0.96815,0.93703,0.97268,0.78481,0.81486,0.42973,0.90935
298,1.0115346908569336,0.49764785170555115,0.9033339023590088,0.96704,0.93886,0.97275,0.78507,0.81489,0.43049,0.90924
299,0.9901596903800964,0.5066306591033936,0.9889028072357178,0.96637,0.93893,0.97254,0.78495,0.81441,0.42968,0.90916
300,0.7299060225486755,0.39137163758277893,0.9188621044158936,0.96617,0.93913,0.97245,0.78503,0.81435,0.42939,0.90908
301,0.7684382796287537,0.3975012004375458,0.8930114507675171,0.9667,0.93853,0.97254,0.78496,0.81461,0.42964,0.9092
302,0.8100171685218811,0.505079984664917,0.9176260828971863,0.96537,0.93941,0.97257,0.78542,0.81453,0.42988,0.90936
303,0.6706127524375916,0.357109010219574,0.8959825038909912,0.96475,0.94023,0.97238,0.78544,0.81436,0.43004,0.90951
304,0.8343861103057861,0.4210517406463623,0.9196343421936035,0.96591,0.93934,0.97237,0.78604,0.81376,0.43007,0.9095
305,1.015862226486206,0.4825785458087921,1.0891098976135254,0.96494,0.94068,0.97247,0.78566,0.81323,0.42983,0.9092
306,0.6525188088417053,0.3746646046638489,0.8899378776550293,0.96717,0.93872,0.97244,0.78569,0.81317,0.42998,0.90926
307,0.6981861591339111,0.39133310317993164,0.8928796648979187,0.96594,0.94023,0.97257,0.78558,0.81312,0.43002,0.90921
308,0.7841508984565735,0.41141846776008606,0.8811330795288086,0.9676,0.93893,0.97251,0.78585,0.81242,0.4291,0.90896
309,0.955810010433197,0.4495469927787781,0.92680823802948,0.96618,0.9405,0.97258,0.78615,0.81239,0.42886,0.90889
310,0.744470477104187,0.44068872928619385,0.9324899911880493,0.96751,0.93858,0.97254,0.78594,0.81159,0.42908,0.90872
311,0.7356168031692505,0.40741053223609924,0.9146475791931152,0.96799,0.93865,0.97269,0.78617,0.81108,0.42802,0.90865
312,0.7958792448043823,0.40111517906188965,0.951416015625,0.96667,0.93975,0.97292,0.78622,0.81102,0.42743,0.90855
313,0.692915678024292,0.3305468261241913,0.8957337141036987,0.96646,0.93975,0.97266,0.78613,0.81115,0.42774,0.90854
314,0.6983507871627808,0.3784237205982208,0.8592221736907959,0.96573,0.93996,0.97253,0.78606,0.81186,0.42709,0.90868
315,0.8858546614646912,0.45341745018959045,0.9261709451675415,0.96549,0.94082,0.97258,0.78603,0.81184,0.42792,0.90865
316,0.7078350782394409,0.36194056272506714,0.9165300130844116,0.96614,0.94027,0.97281,0.78613,0.81178,0.42767,0.9087
317,0.8044407963752747,0.38713309168815613,0.9127336740493774,0.96539,0.94145,0.97296,0.78662,0.8115,0.42784,0.90858
318,0.9404743313789368,0.4518747627735138,0.9396908283233643,0.96393,0.94228,0.97298,0.78664,0.81158,0.42817,0.90855
319,0.7085633277893066,0.397286057472229,0.9116307497024536,0.96543,0.94096,0.97292,0.78678,0.81139,0.42733,0.90833
320,0.7282400727272034,0.41853123903274536,0.9078027009963989,0.96463,0.9422,0.97307,0.78702,0.81103,0.42682,0.90803
321,0.6957985758781433,0.3687761127948761,0.8728220462799072,0.96567,0.94152,0.9732,0.78725,0.81049,0.42603,0.90792
322,0.776665210723877,0.39640292525291443,0.8820424675941467,0.96634,0.94009,0.97313,0.78738,0.81029,0.42575,0.90808
323,0.752534031867981,0.4066365659236908,0.881801962852478,0.96662,0.93921,0.97318,0.78756,0.80951,0.42578,0.90792
324,0.7207489013671875,0.3551095426082611,0.9882797598838806,0.96853,0.93798,0.9731,0.78762,0.8092,0.42571,0.90783
325,0.9192068576812744,0.43579936027526855,0.995715856552124,0.96806,0.93832,0.9729,0.78758,0.8093,0.42553,0.90783
326,0.6935743689537048,0.3389931917190552,0.8902683258056641,0.96967,0.9375,0.97302,0.78775,0.80858,0.42562,0.90761
327,0.8803749680519104,0.41882824897766113,0.9484639763832092,0.96867,0.93865,0.97292,0.78775,0.80768,0.4252,0.90748
328,0.8388732671737671,0.6185765862464905,0.8839266300201416,0.96911,0.93914,0.9733,0.78821,0.80678,0.42511,0.90732
329,0.7733889222145081,0.41127756237983704,0.9107747077941895,0.9699,0.93874,0.97327,0.78829,0.80678,0.42478,0.90727
330,0.7341857552528381,0.3437952697277069,0.9061671495437622,0.96933,0.93839,0.97339,0.78849,0.80612,0.42413,0.90717
331,0.9190285205841064,0.49379730224609375,0.9901461601257324,0.96855,0.93912,0.97318,0.78836,0.80592,0.42337,0.90714
332,0.7692232131958008,0.3719639480113983,0.9454196691513062,0.96844,0.93994,0.97331,0.78817,0.80504,0.42315,0.90688
333,0.7126113772392273,0.35923853516578674,0.8920517563819885,0.96876,0.9396,0.97327,0.78807,0.80477,0.42237,0.90688
334,0.6624099612236023,0.36310502886772156,0.8761982917785645,0.9695,0.93905,0.97315,0.78851,0.80446,0.42207,0.90667
335,0.8537477254867554,0.39602890610694885,0.9153800010681152,0.97056,0.93812,0.97289,0.78862,0.8042,0.42206,0.90659
336,0.7774201035499573,0.3917359709739685,0.9113889932632446,0.96958,0.939,0.97295,0.78855,0.80358,0.4216,0.90632
337,0.7662285566329956,0.39429232478141785,0.9045433402061462,0.97003,0.93878,0.9729,0.78893,0.80336,0.42159,0.90617
338,0.6654399037361145,0.34264811873435974,0.8607703447341919,0.97003,0.93927,0.97309,0.78857,0.80366,0.42149,0.90626
339,0.8934743404388428,0.45994168519973755,0.9097196459770203,0.96932,0.93981,0.97324,0.78896,0.8034,0.42142,0.90635
340,0.7361277937889099,0.36076974868774414,0.8882128000259399,0.96845,0.94009,0.9732,0.78902,0.80407,0.42082,0.9064
341,0.784203290939331,0.4318614602088928,0.8730767369270325,0.96845,0.94022,0.97331,0.78936,0.80485,0.42105,0.9067
342,0.8197877407073975,0.3954179883003235,0.8989816904067993,0.9685,0.93961,0.97325,0.78926,0.80433,0.42094,0.90655
343,0.8722848296165466,0.4644298255443573,0.9347615242004395,0.96883,0.93947,0.9733,0.78949,0.80409,0.42089,0.90641
344,0.7628148794174194,0.3821077346801758,0.9242868423461914,0.96925,0.93941,0.97326,0.78926,0.80405,0.42092,0.90634
345,0.769845724105835,0.39113160967826843,0.9385683536529541,0.97017,0.93881,0.97321,0.78897,0.80381,0.42135,0.90632
346,0.7807068824768066,0.3803720474243164,0.8973206877708435,0.96939,0.93994,0.97319,0.789,0.8038,0.42121,0.90619
347,0.8538953065872192,0.5441121459007263,0.9578516483306885,0.96891,0.93948,0.97308,0.78878,0.80368,0.42157,0.90618
348,0.7150734663009644,0.41623038053512573,0.8981856107711792,0.96896,0.9388,0.97305,0.78907,0.8038,0.42176,0.90599
349,0.7339066863059998,0.4070630967617035,0.8596965074539185,0.97007,0.93812,0.97299,0.78907,0.80411,0.42199,0.90621
350,0.8436670303344727,0.42974916100502014,0.9464606046676636,0.97047,0.93764,0.97298,0.78885,0.80395,0.42185,0.90604
351,0.7693451046943665,0.42028576135635376,0.9081142544746399,0.97067,0.9373,0.97287,0.78893,0.80369,0.4214,0.90592
352,0.8192548751831055,0.43180274963378906,0.919863224029541,0.97147,0.93668,0.97278,0.78901,0.80335,0.42122,0.90575
